万得代码,交易所代码,自然日,时间,委托编号,交易所委托号,委托类型,委托代码,委托价格,委托数量
688001.SH,688001,20220812,134638110,0,3925950,A,S,365500,600
688001.SH,688001,20220812,134638150,0,3925967,A,S,365500,400
688001.SH,688001,20220812,134638150,0,3925968,A,S,365500,200
688001.SH,688001,20220812,134638150,0,3925969,A,S,365500,400
688001.SH,688001,20220812,134638220,0,3925990,A,S,365500,200
688001.SH,688001,20220812,134638330,0,3926005,A,S,365500,200
688001.SH,688001,20220812,134638420,0,3926013,A,S,365500,425
688001.SH,688001,20220812,134639060,0,3926119,A,S,365300,390
688001.SH,688001,20220812,134639060,0,3926120,A,S,365300,1800
688001.SH,688001,20220812,134639070,0,3926121,A,S,365300,200
688001.SH,688001,20220812,134639320,0,3925941,D,S,365500,2332
688001.SH,688001,20220812,134639360,0,3925945,D,S,365500,200
688001.SH,688001,20220812,134639580,0,3925950,D,S,365500,600
688001.SH,688001,20220812,134639780,0,3925662,D,S,365600,359
688001.SH,688001,20220812,134639920,0,3926385,A,S,365200,359
688001.SH,688001,20220812,134640070,0,3926120,D,S,365300,1800
688001.SH,688001,20220812,134640070,0,3926119,D,S,365300,390
688001.SH,688001,20220812,134640070,0,3926121,D,S,365300,200
688001.SH,688001,20220812,134640360,0,3926013,D,S,365500,425
688001.SH,688001,20220812,134641410,0,3812652,D,S,366700,314
688001.SH,688001,20220812,134641810,0,3812826,D,S,366700,460
688001.SH,688001,20220812,134641840,0,3926908,A,B,365100,400
688001.SH,688001,20220812,134641850,0,3813667,D,S,366700,303
688001.SH,688001,20220812,134648090,0,3925942,D,S,365500,200
688001.SH,688001,20220812,134648220,0,3925967,D,S,365500,400
688001.SH,688001,20220812,134648220,0,3925968,D,S,365500,200
688001.SH,688001,20220812,134648220,0,3925969,D,S,365500,400
688001.SH,688001,20220812,134648330,0,3926005,D,S,365500,200
688001.SH,688001,20220812,134648480,0,3925990,D,S,365500,200
688001.SH,688001,20220812,134648890,0,3928533,A,B,365100,200
688001.SH,688001,20220812,134649500,0,3928656,A,B,365200,238
688001.SH,688001,20220812,134649570,0,3924930,D,S,365700,200
688001.SH,688001,20220812,134649570,0,3928677,A,S,365500,200
688001.SH,688001,20220812,134649610,0,3910060,D,S,365800,200
688001.SH,688001,20220812,134649610,0,3928682,A,S,365500,200
688001.SH,688001,20220812,134649640,0,3928686,A,S,365500,200
688001.SH,688001,20220812,134649640,0,3910055,D,S,365800,200
688001.SH,688001,20220812,134655720,0,3929762,A,B,365100,900
688001.SH,688001,20220812,134658050,0,3915929,D,S,365800,244
688001.SH,688001,20220812,134702890,0,3931202,A,B,365200,200
688001.SH,688001,20220812,134705060,0,3931705,A,S,365500,279
688001.SH,688001,20220812,134724010,0,3925761,D,S,365600,8640
688001.SH,688001,20220812,134730320,0,3937474,A,B,365200,200
688001.SH,688001,20220812,134730520,0,3937530,A,B,365200,200
688001.SH,688001,20220812,134730520,0,3937531,A,B,365200,200
688001.SH,688001,20220812,134730580,0,3937544,A,B,362800,3000
688001.SH,688001,20220812,134730580,0,3937545,A,B,361200,5600
688001.SH,688001,20220812,134732330,0,3938168,A,B,365300,212
688001.SH,688001,20220812,134732330,0,3938169,A,B,365300,210
688001.SH,688001,20220812,134732330,0,3938170,A,B,365300,200
688001.SH,688001,20220812,134732330,0,3938171,A,B,365300,200
688001.SH,688001,20220812,134732330,0,3938172,A,B,365300,200
688001.SH,688001,20220812,134732330,0,3938173,A,B,365300,200
688001.SH,688001,20220812,134732330,0,3938175,A,B,365300,200
688001.SH,688001,20220812,134732330,0,3938176,A,B,365300,200
688001.SH,688001,20220812,134732350,0,3938181,A,B,365300,698
688001.SH,688001,20220812,134732350,0,3938186,A,B,365300,200
688001.SH,688001,20220812,134732360,0,3938187,A,B,365300,200
688001.SH,688001,20220812,134732360,0,3938189,A,B,365300,200
688001.SH,688001,20220812,134732360,0,3938190,A,B,365300,200
688001.SH,688001,20220812,134732380,0,3938198,A,B,365300,200
688001.SH,688001,20220812,134732380,0,3938205,A,B,365300,200
688001.SH,688001,20220812,134732380,0,3938209,A,B,365300,200
688001.SH,688001,20220812,134732500,0,3938267,A,B,365300,200
688001.SH,688001,20220812,134732540,0,3938283,A,B,365300,200
688001.SH,688001,20220812,134734450,0,3938959,A,B,365300,394
688001.SH,688001,20220812,134734570,0,3939018,A,B,365400,230
688001.SH,688001,20220812,134740090,0,3942446,A,B,365500,141
688001.SH,688001,20220812,134745090,0,581981,D,B,360100,1000
688001.SH,688001,20220812,134751310,0,229399,D,B,364200,500
688001.SH,688001,20220812,134751420,0,3945934,A,B,365500,200
688001.SH,688001,20220812,134756520,0,3947249,A,B,365100,1000
688001.SH,688001,20220812,134803900,0,3938171,D,B,365300,200
688001.SH,688001,20220812,134803930,0,3938173,D,B,365300,200
688001.SH,688001,20220812,134804010,0,3938175,D,B,365300,200
688001.SH,688001,20220812,134804020,0,3938176,D,B,365300,200
688001.SH,688001,20220812,134804070,0,3938187,D,B,365300,200
688001.SH,688001,20220812,134804130,0,3938169,D,B,365300,160
688001.SH,688001,20220812,134804150,0,3938170,D,B,365300,200
688001.SH,688001,20220812,134804160,0,3938172,D,B,365300,200
688001.SH,688001,20220812,134804230,0,3938186,D,B,365300,200
688001.SH,688001,20220812,134804260,0,3938189,D,B,365300,200
688001.SH,688001,20220812,134804270,0,3938190,D,B,365300,200
688001.SH,688001,20220812,134804560,0,3938198,D,B,365300,200
688001.SH,688001,20220812,134804690,0,3938205,D,B,365300,200
688001.SH,688001,20220812,134804860,0,3938209,D,B,365300,200
688001.SH,688001,20220812,134805390,0,3938267,D,B,365300,200
688001.SH,688001,20220812,134843540,0,3900785,D,S,366000,745
688001.SH,688001,20220812,134852680,0,3959028,A,B,360000,1000
688001.SH,688001,20220812,134856100,0,3959665,A,B,365400,200
688001.SH,688001,20220812,134907800,0,3961796,A,S,367600,1000
688001.SH,688001,20220812,134908550,0,3961978,A,B,365500,200
688001.SH,688001,20220812,134923800,0,3964534,A,B,365600,207
688001.SH,688001,20220812,134923800,0,3964535,A,B,365600,202
688001.SH,688001,20220812,134923800,0,3964536,A,B,365600,200
688001.SH,688001,20220812,134923800,0,3964537,A,B,365600,200
688001.SH,688001,20220812,134923820,0,3964538,A,B,365600,200
688001.SH,688001,20220812,134923820,0,3964539,A,B,365600,200
688001.SH,688001,20220812,134923820,0,3964542,A,B,365600,200
688001.SH,688001,20220812,134923820,0,3964543,A,B,365600,200
688001.SH,688001,20220812,134923820,0,3964544,A,B,365600,200
688001.SH,688001,20220812,134923830,0,3964545,A,B,365600,200
688001.SH,688001,20220812,134923830,0,3964546,A,B,365600,200
688001.SH,688001,20220812,134923830,0,3964547,A,B,365600,200
688001.SH,688001,20220812,134923830,0,3964548,A,B,365600,200
688001.SH,688001,20220812,134923950,0,3964572,A,B,365600,200
688001.SH,688001,20220812,134923990,0,3938283,D,B,365300,200
688001.SH,688001,20220812,134943170,0,3967693,A,S,365600,141
688001.SH,688001,20220812,134948080,0,3968705,A,B,364500,3000
688001.SH,688001,20220812,134952700,0,3969566,A,B,365400,300
688001.SH,688001,20220812,134953160,0,3967693,D,S,365600,141
688001.SH,688001,20220812,134953630,0,3969724,A,S,365700,200
688001.SH,688001,20220812,134953700,0,3969729,A,S,365700,500
688001.SH,688001,20220812,135002450,0,3971414,A,B,366000,2993
688001.SH,688001,20220812,135004850,0,3971922,A,S,366100,370
688001.SH,688001,20220812,135007160,0,3972421,A,B,365300,300
688001.SH,688001,20220812,135007920,0,3972600,A,B,366000,3000
688001.SH,688001,20220812,135009160,0,3972878,A,S,440000,3000
688001.SH,688001,20220812,135030370,0,3928533,D,B,365100,200
688001.SH,688001,20220812,135032810,0,3861395,D,B,357000,700
688001.SH,688001,20220812,135040670,0,3980038,A,B,366000,1000
688001.SH,688001,20220812,135101850,0,3972600,D,B,366000,2529
688001.SH,688001,20220812,135104810,0,3971922,D,S,366100,72
688001.SH,688001,20220812,135144180,0,3991587,A,B,366000,500
688001.SH,688001,20220812,135146170,0,3991889,A,B,365300,2000
688001.SH,688001,20220812,135148720,0,3992266,A,B,366000,598
688001.SH,688001,20220812,135200210,0,3994064,A,S,366200,200
688001.SH,688001,20220812,135221800,0,3997963,A,S,366000,102
688001.SH,688001,20220812,135221910,0,3997977,A,S,366000,200
688001.SH,688001,20220812,135224710,0,3998502,A,B,365500,200
688001.SH,688001,20220812,135236820,0,4000904,A,S,370000,400
688001.SH,688001,20220812,135244710,0,4002286,A,B,365800,200
688001.SH,688001,20220812,135244780,0,4002295,A,B,365600,220
688001.SH,688001,20220812,135250310,0,4003576,A,S,365900,4320
688001.SH,688001,20220812,135250820,0,3997977,D,S,366000,200
688001.SH,688001,20220812,135250870,0,4003640,A,S,365900,17
688001.SH,688001,20220812,135250870,0,3994064,D,S,366200,200
688001.SH,688001,20220812,135253830,0,3939018,D,B,365400,230
688001.SH,688001,20220812,135303020,0,4005864,A,B,365600,200
688001.SH,688001,20220812,135307860,0,4002295,D,B,365600,220
688001.SH,688001,20220812,135318300,0,4008265,A,S,365800,200
688001.SH,688001,20220812,135318300,0,4008266,A,S,365800,300
688001.SH,688001,20220812,135318720,0,4008325,A,S,365800,200
688001.SH,688001,20220812,135318780,0,4008340,A,S,365600,65
688001.SH,688001,20220812,135318880,0,4008358,A,S,365600,200
688001.SH,688001,20220812,135318910,0,4008325,D,S,365800,200
688001.SH,688001,20220812,135318970,0,4003640,D,S,365900,17
688001.SH,688001,20220812,135319380,0,3938181,D,B,365300,698
688001.SH,688001,20220812,135319510,0,3938959,D,B,365300,394
688001.SH,688001,20220812,135323800,0,4009157,A,S,365500,259
688001.SH,688001,20220812,135324180,0,4009195,A,S,365500,200
688001.SH,688001,20220812,135324280,0,4009213,A,S,365400,200
688001.SH,688001,20220812,135339000,0,4012233,A,S,365300,2020
688001.SH,688001,20220812,135339190,0,4008358,D,S,365600,200
688001.SH,688001,20220812,135339220,0,4012272,A,S,365300,17
688001.SH,688001,20220812,135339250,0,4009195,D,S,365500,200
688001.SH,688001,20220812,135343390,0,4013033,A,B,365200,500
688001.SH,688001,20220812,135345060,0,4013317,A,B,365200,500
688001.SH,688001,20220812,135406210,0,4017136,A,S,365300,244
688001.SH,688001,20220812,135410440,0,4017996,A,S,365300,233
688001.SH,688001,20220812,135428860,0,4020959,A,B,365200,500
688001.SH,688001,20220812,135429910,0,4021112,A,B,365200,200
688001.SH,688001,20220812,135431350,0,2428002,D,B,362000,200
688001.SH,688001,20220812,135440940,0,4003576,D,S,365900,4320
688001.SH,688001,20220812,135458090,0,4017136,D,S,365300,244
688001.SH,688001,20220812,135458750,0,3271173,D,S,370000,7500
688001.SH,688001,20220812,135502240,0,4026251,A,S,366000,22431
688001.SH,688001,20220812,135502260,0,4026262,A,B,364500,575
688001.SH,688001,20220812,135504240,0,4026636,A,S,365300,279
688001.SH,688001,20220812,135507680,0,4027383,A,S,365200,212
688001.SH,688001,20220812,135507820,0,4027414,A,S,365200,303
688001.SH,688001,20220812,135507820,0,4027415,A,S,365200,460
688001.SH,688001,20220812,135508000,0,4027498,A,S,365200,200
688001.SH,688001,20220812,135508630,0,4027736,A,S,365200,208
688001.SH,688001,20220812,135508910,0,4027789,A,S,365200,400
688001.SH,688001,20220812,135509650,0,4028005,A,S,365200,264
688001.SH,688001,20220812,135509710,0,4028025,A,S,365200,200
688001.SH,688001,20220812,135509710,0,4028026,A,S,365200,200
688001.SH,688001,20220812,135509710,0,4028027,A,S,365200,200
688001.SH,688001,20220812,135509710,0,4028028,A,S,365200,200
688001.SH,688001,20220812,135509720,0,4028031,A,S,365200,200
688001.SH,688001,20220812,135509730,0,4028033,A,S,365200,314
688001.SH,688001,20220812,135509780,0,4028049,A,S,365200,300
688001.SH,688001,20220812,135509800,0,4028051,A,S,365200,200
688001.SH,688001,20220812,135510470,0,3107081,D,S,370400,400
688001.SH,688001,20220812,135512710,0,4028025,D,S,365200,200
688001.SH,688001,20220812,135512710,0,4028027,D,S,365200,200
688001.SH,688001,20220812,135512720,0,4028031,D,S,365200,200
688001.SH,688001,20220812,135512790,0,4028865,A,S,365100,47
688001.SH,688001,20220812,135512810,0,4028869,A,S,365100,400
688001.SH,688001,20220812,135513150,0,4028948,A,S,365200,200
688001.SH,688001,20220812,135513210,0,4027498,D,S,365200,200
688001.SH,688001,20220812,135513230,0,4012272,D,S,365300,17
688001.SH,688001,20220812,135513460,0,4029087,A,S,365100,200
688001.SH,688001,20220812,135514410,0,4029278,A,S,365100,200
688001.SH,688001,20220812,135516320,0,4029708,A,S,365000,117
688001.SH,688001,20220812,135516570,0,4028869,D,S,365100,400
688001.SH,688001,20220812,135518910,0,4027789,D,S,365200,400
688001.SH,688001,20220812,135520870,0,4027415,D,S,365200,460
688001.SH,688001,20220812,135521620,0,4027736,D,S,365200,208
688001.SH,688001,20220812,135521730,0,4028865,D,S,365100,47
688001.SH,688001,20220812,135521760,0,4030880,A,S,364900,160
688001.SH,688001,20220812,135521820,0,4030890,A,S,364900,200
688001.SH,688001,20220812,135521820,0,4030893,A,S,364900,200
688001.SH,688001,20220812,135522070,0,4029708,D,S,365000,117
688001.SH,688001,20220812,135522630,0,4028005,D,S,365200,264
688001.SH,688001,20220812,135524180,0,4012233,D,S,365300,1525
688001.SH,688001,20220812,135524700,0,4028028,D,S,365200,200
688001.SH,688001,20220812,135527040,0,4031980,A,B,364600,200
688001.SH,688001,20220812,135527780,0,4028049,D,S,365200,300
688001.SH,688001,20220812,135528380,0,4032276,A,B,364700,200
688001.SH,688001,20220812,135530640,0,4032671,A,S,364500,870
688001.SH,688001,20220812,135530700,0,4032681,A,S,364800,200
688001.SH,688001,20220812,135530730,0,4030890,D,S,364900,200
688001.SH,688001,20220812,135530730,0,4032685,A,B,364200,210
688001.SH,688001,20220812,135530730,0,4032686,A,B,364200,200
688001.SH,688001,20220812,135530730,0,4032687,A,B,364200,200
688001.SH,688001,20220812,135530730,0,4032688,A,B,364200,200
688001.SH,688001,20220812,135530740,0,4032690,A,B,364200,200
688001.SH,688001,20220812,135530760,0,4032697,A,B,364200,230
688001.SH,688001,20220812,135530790,0,4032706,A,B,364200,200
688001.SH,688001,20220812,135530830,0,4032718,A,B,364200,200
688001.SH,688001,20220812,135533700,0,4028026,D,S,365200,200
688001.SH,688001,20220812,135533730,0,4028033,D,S,365200,314
688001.SH,688001,20220812,135533800,0,4033255,A,S,364800,200
688001.SH,688001,20220812,135533810,0,4028051,D,S,365200,200
688001.SH,688001,20220812,135533830,0,4033260,A,S,364800,314
688001.SH,688001,20220812,135534010,0,4033325,A,S,364800,300
688001.SH,688001,20220812,135534050,0,4033336,A,S,364800,200
688001.SH,688001,20220812,135536770,0,4030893,D,S,364900,200
688001.SH,688001,20220812,135536910,0,4033774,A,S,364500,200
688001.SH,688001,20220812,135538260,0,4034001,A,B,363500,1000
688001.SH,688001,20220812,135545150,0,4035352,A,B,340000,200
688001.SH,688001,20220812,135550030,0,3937544,D,B,362800,3000
688001.SH,688001,20220812,135554260,0,4035352,D,B,340000,200
688001.SH,688001,20220812,135557610,0,4037985,A,B,364000,600
688001.SH,688001,20220812,135557920,0,4038023,A,S,416900,200
688001.SH,688001,20220812,135558080,0,4026636,D,S,365300,279
688001.SH,688001,20220812,135559340,0,4038362,A,B,361800,3000
688001.SH,688001,20220812,135600140,0,4038477,A,B,364300,200
688001.SH,688001,20220812,135601010,0,4038636,A,B,364300,200
688001.SH,688001,20220812,135601870,0,4038905,A,B,364200,1161
688001.SH,688001,20220812,135603260,0,4039201,A,B,364000,200
688001.SH,688001,20220812,135603720,0,4039301,A,S,364500,314
688001.SH,688001,20220812,135603770,0,4033774,D,S,364500,44
688001.SH,688001,20220812,135604090,0,4032686,D,B,364200,49
688001.SH,688001,20220812,135604090,0,4039443,A,B,364500,112
688001.SH,688001,20220812,135604100,0,4032687,D,B,364200,200
688001.SH,688001,20220812,135604110,0,4032688,D,B,364200,200
688001.SH,688001,20220812,135604110,0,4032690,D,B,364200,200
688001.SH,688001,20220812,135604220,0,4032706,D,B,364200,200
688001.SH,688001,20220812,135605060,0,4032697,D,B,364200,230
688001.SH,688001,20220812,135605420,0,4027383,D,S,365200,212
688001.SH,688001,20220812,135605510,0,4008265,D,S,365800,200
688001.SH,688001,20220812,135605510,0,4008266,D,S,365800,300
688001.SH,688001,20220812,135605980,0,4032718,D,B,364200,200
688001.SH,688001,20220812,135612300,0,4041531,A,B,364000,1000
688001.SH,688001,20220812,135612820,0,4041680,A,B,364500,200
688001.SH,688001,20220812,135615500,0,4042369,A,B,364200,4000
688001.SH,688001,20220812,135618700,0,4033255,D,S,364800,105
688001.SH,688001,20220812,135618730,0,4033260,D,S,364800,314
688001.SH,688001,20220812,135618780,0,4033325,D,S,364800,300
688001.SH,688001,20220812,135618810,0,4033336,D,S,364800,200
688001.SH,688001,20220812,135619020,0,4039443,D,B,364500,112
688001.SH,688001,20220812,135619050,0,4043417,A,B,364800,200
688001.SH,688001,20220812,135629400,0,4043417,D,B,364800,200
688001.SH,688001,20220812,135630730,0,4045787,A,S,365000,314
688001.SH,688001,20220812,135638410,0,4047259,A,S,364800,1000
688001.SH,688001,20220812,135639130,0,4047339,A,S,365000,1500
688001.SH,688001,20220812,135639710,0,4047489,A,S,364700,200
688001.SH,688001,20220812,135639710,0,4047490,A,S,364700,200
688001.SH,688001,20220812,135639790,0,4047507,A,S,364800,300
688001.SH,688001,20220812,135639840,0,4047513,A,S,364800,200
688001.SH,688001,20220812,135642200,0,4047907,A,B,364100,500
688001.SH,688001,20220812,135651180,0,4049549,A,B,362600,200
688001.SH,688001,20220812,135651840,0,4049642,A,B,364400,400
688001.SH,688001,20220812,135700210,0,4038477,D,B,364300,200
688001.SH,688001,20220812,135700800,0,4047513,D,S,364800,200
688001.SH,688001,20220812,135703890,0,4051602,A,S,364700,200
688001.SH,688001,20220812,135709900,0,4052921,A,B,364300,200
688001.SH,688001,20220812,135710280,0,4052982,A,B,364700,5200
688001.SH,688001,20220812,135714090,0,4053713,A,S,364800,200
688001.SH,688001,20220812,135727180,0,4056186,A,B,364300,200
688001.SH,688001,20220812,135737100,0,4057768,A,B,364800,295
688001.SH,688001,20220812,135737430,0,4057828,A,S,364800,105
688001.SH,688001,20220812,135740220,0,4049642,D,B,364400,400
688001.SH,688001,20220812,135743530,0,4058782,A,B,363000,3000
688001.SH,688001,20220812,135747470,0,4057828,D,S,364800,105
688001.SH,688001,20220812,135752850,0,4060317,A,B,364800,300
688001.SH,688001,20220812,135753180,0,4029278,D,S,365100,200
688001.SH,688001,20220812,135753180,0,4028948,D,S,365200,200
688001.SH,688001,20220812,135753190,0,4060370,A,S,364800,100
688001.SH,688001,20220812,135753440,0,4060429,A,B,364800,200
688001.SH,688001,20220812,135811940,0,4064439,A,B,364300,500
688001.SH,688001,20220812,135825750,0,4066775,A,S,365600,2000
688001.SH,688001,20220812,135828160,0,4067124,A,B,364800,390
688001.SH,688001,20220812,135829180,0,4067305,A,S,364800,10
688001.SH,688001,20220812,135839170,0,4067305,D,S,364800,10
688001.SH,688001,20220812,135845410,0,4066775,D,S,365600,2000
688001.SH,688001,20220812,135846800,0,4070458,A,B,364900,137
688001.SH,688001,20220812,135851730,0,4045787,D,S,365000,314
688001.SH,688001,20220812,135857330,0,4072428,A,B,364900,500
688001.SH,688001,20220812,135859630,0,4072750,A,B,365000,1000
688001.SH,688001,20220812,135900940,0,4072975,A,S,365000,200
688001.SH,688001,20220812,135905380,0,4073970,A,B,364900,614
688001.SH,688001,20220812,135910910,0,4072975,D,S,365000,200
688001.SH,688001,20220812,135911330,0,4075485,A,B,364300,300
688001.SH,688001,20220812,135925620,0,4078775,A,S,364900,13
688001.SH,688001,20220812,135925620,0,4078776,A,S,364900,208
688001.SH,688001,20220812,135946730,0,4083361,A,B,364900,1279
688001.SH,688001,20220812,135950170,0,3961796,D,S,367600,1000
688001.SH,688001,20220812,135950730,0,4084246,A,S,364900,1211
688001.SH,688001,20220812,140008000,0,4088722,A,B,364800,200
688001.SH,688001,20220812,140008000,0,4088723,A,B,364800,200
688001.SH,688001,20220812,140008000,0,4088724,A,B,364800,263
688001.SH,688001,20220812,140008000,0,4088725,A,B,364800,200
688001.SH,688001,20220812,140008000,0,4088726,A,B,364800,200
688001.SH,688001,20220812,140008000,0,4088727,A,B,364800,200
688001.SH,688001,20220812,140008000,0,4088728,A,B,364800,200
688001.SH,688001,20220812,140008010,0,4088733,A,B,364800,200
688001.SH,688001,20220812,140008010,0,4088735,A,B,364500,200
688001.SH,688001,20220812,140008010,0,4088736,A,B,364800,200
688001.SH,688001,20220812,140008040,0,4088740,A,B,364800,200
688001.SH,688001,20220812,140008080,0,4088744,A,B,364800,200
688001.SH,688001,20220812,140008090,0,4088747,A,B,364800,200
688001.SH,688001,20220812,140008120,0,4088750,A,B,364800,200
688001.SH,688001,20220812,140008180,0,4088768,A,B,364800,200
688001.SH,688001,20220812,140008220,0,4088775,A,B,364800,200
688001.SH,688001,20220812,140008970,0,4088941,A,S,370500,500
688001.SH,688001,20220812,140010970,0,4089640,A,B,364500,200
688001.SH,688001,20220812,140011030,0,4088750,D,B,364800,200
688001.SH,688001,20220812,140014030,0,4090430,A,B,364900,107
688001.SH,688001,20220812,140014600,0,4090534,A,B,364100,2400
688001.SH,688001,20220812,140017240,0,4091224,A,S,365300,1000
688001.SH,688001,20220812,140017760,0,4091359,A,B,363600,200
688001.SH,688001,20220812,140020150,0,4038362,D,B,361800,3000
688001.SH,688001,20220812,140020150,0,3937545,D,B,361200,5600
688001.SH,688001,20220812,140022690,0,4090430,D,B,364900,107
688001.SH,688001,20220812,140028850,0,4017996,D,S,365300,233
688001.SH,688001,20220812,140028920,0,4094557,A,B,364900,201
688001.SH,688001,20220812,140034310,0,4096424,A,B,364400,400
688001.SH,688001,20220812,140048350,0,4100016,A,S,365100,233
688001.SH,688001,20220812,140050120,0,4100447,A,B,365000,297
688001.SH,688001,20220812,140113250,0,4105989,A,B,363900,400
688001.SH,688001,20220812,140113440,0,4094557,D,B,364900,201
688001.SH,688001,20220812,140113510,0,4100447,D,B,365000,297
688001.SH,688001,20220812,140114920,0,4106398,A,S,365000,500
688001.SH,688001,20220812,140120650,0,4107687,A,S,365000,2500
688001.SH,688001,20220812,140127970,0,4026251,D,S,366000,22431
688001.SH,688001,20220812,140131620,0,4110102,A,B,364900,215
688001.SH,688001,20220812,140149950,0,4113332,A,B,364900,500
688001.SH,688001,20220812,140209010,0,4052982,D,B,364700,4300
688001.SH,688001,20220812,140222080,0,4119559,A,S,364900,285
688001.SH,688001,20220812,140226410,0,2025329,D,S,425200,1288
688001.SH,688001,20220812,140227310,0,4120389,A,B,364900,213
688001.SH,688001,20220812,140229620,0,4120389,D,B,364900,213
688001.SH,688001,20220812,140306130,0,4128894,A,S,365000,244
688001.SH,688001,20220812,140309210,0,4029087,D,S,365100,200
688001.SH,688001,20220812,140311580,0,4131701,A,S,367800,300
688001.SH,688001,20220812,140311900,0,4027414,D,S,365200,303
688001.SH,688001,20220812,140312440,0,4132725,A,B,365000,43
688001.SH,688001,20220812,140312520,0,4132780,A,B,365000,200
688001.SH,688001,20220812,140312520,0,4132781,A,B,365000,200
688001.SH,688001,20220812,140312600,0,4132841,A,B,365000,200
688001.SH,688001,20220812,140313300,0,4133618,A,B,365200,167
688001.SH,688001,20220812,140315110,0,4135277,A,B,365100,200
688001.SH,688001,20220812,140315110,0,4135279,A,B,365000,200
688001.SH,688001,20220812,140315130,0,4088722,D,B,364800,200
688001.SH,688001,20220812,140315130,0,4088727,D,B,364800,200
688001.SH,688001,20220812,140315230,0,4088744,D,B,364800,200
688001.SH,688001,20220812,140315270,0,4135404,A,B,365300,202
688001.SH,688001,20220812,140315340,0,4088768,D,B,364800,200
688001.SH,688001,20220812,140315450,0,4132725,D,B,365000,43
688001.SH,688001,20220812,140315520,0,4135621,A,B,365300,200
688001.SH,688001,20220812,140315820,0,4135858,A,B,365400,400
688001.SH,688001,20220812,140316540,0,4136667,A,B,365300,217
688001.SH,688001,20220812,140320340,0,4135404,D,B,365300,202
688001.SH,688001,20220812,140321310,0,4140691,A,B,365500,38
688001.SH,688001,20220812,140322620,0,4132841,D,B,365000,200
688001.SH,688001,20220812,140326850,0,4052921,D,B,364300,200
688001.SH,688001,20220812,140327110,0,4143235,A,B,365600,135
688001.SH,688001,20220812,140327110,0,4143238,A,B,365600,200
688001.SH,688001,20220812,140327480,0,4143386,A,S,366000,200
688001.SH,688001,20220812,140328740,0,4143848,A,S,365900,795
688001.SH,688001,20220812,140329770,0,4143848,D,S,365900,795
688001.SH,688001,20220812,140329780,0,4144164,A,S,365600,460
688001.SH,688001,20220812,140331560,0,4144164,D,S,365600,460
688001.SH,688001,20220812,140332950,0,4145190,A,S,365900,795
688001.SH,688001,20220812,140341500,0,4147655,A,B,365500,2000
688001.SH,688001,20220812,140350240,0,4150058,A,B,365600,295
688001.SH,688001,20220812,140350810,0,4150206,A,B,365600,369
688001.SH,688001,20220812,140350850,0,4150218,A,B,365600,329
688001.SH,688001,20220812,140354430,0,4151069,A,B,365600,300
688001.SH,688001,20220812,140354690,0,4151111,A,B,365700,220
688001.SH,688001,20220812,140354840,0,4151134,A,B,365700,207
688001.SH,688001,20220812,140354940,0,4151161,A,B,365700,271
688001.SH,688001,20220812,140355800,0,4145190,D,S,365900,295
688001.SH,688001,20220812,140355830,0,4151411,A,B,365600,638
688001.SH,688001,20220812,140358320,0,4042369,D,B,364200,4000
688001.SH,688001,20220812,140400180,0,4088740,D,B,364800,200
688001.SH,688001,20220812,140403980,0,4135277,D,B,365100,200
688001.SH,688001,20220812,140404020,0,4153159,A,B,366000,225
688001.SH,688001,20220812,140404040,0,4153169,A,B,366000,200
688001.SH,688001,20220812,140404140,0,4088724,D,B,364800,263
688001.SH,688001,20220812,140404140,0,4088723,D,B,364800,200
688001.SH,688001,20220812,140404150,0,4088725,D,B,364800,200
688001.SH,688001,20220812,140404160,0,4088726,D,B,364800,200
688001.SH,688001,20220812,140404160,0,4088728,D,B,364800,200
688001.SH,688001,20220812,140404170,0,4088733,D,B,364800,200
688001.SH,688001,20220812,140404190,0,4088736,D,B,364800,200
688001.SH,688001,20220812,140404640,0,4088747,D,B,364800,200
688001.SH,688001,20220812,140405130,0,4153541,A,B,365700,1000
688001.SH,688001,20220812,140407430,0,4154213,A,B,366100,252
688001.SH,688001,20220812,140407590,0,4154358,A,B,366100,200
688001.SH,688001,20220812,140407620,0,4088775,D,B,364800,200
688001.SH,688001,20220812,140410330,0,4155248,A,B,366000,1000
688001.SH,688001,20220812,140411090,0,4155483,A,B,367700,2403
688001.SH,688001,20220812,140411320,0,4155534,A,S,367700,256
688001.SH,688001,20220812,140411320,0,4155535,A,S,367700,1100
688001.SH,688001,20220812,140411320,0,4155536,A,S,367700,900
688001.SH,688001,20220812,140411320,0,4155537,A,S,367700,1100
688001.SH,688001,20220812,140411320,0,4155538,A,S,367700,1300
688001.SH,688001,20220812,140411330,0,4155541,A,S,367700,1000
688001.SH,688001,20220812,140411330,0,4155542,A,S,367700,1300
688001.SH,688001,20220812,140411330,0,4155543,A,S,367700,1000
688001.SH,688001,20220812,140411330,0,4155544,A,S,367700,900
688001.SH,688001,20220812,140411330,0,4155545,A,S,367700,1300
688001.SH,688001,20220812,140411330,0,4155546,A,S,367700,1300
688001.SH,688001,20220812,140411330,0,4155547,A,S,367700,928
688001.SH,688001,20220812,140411330,0,4155548,A,S,367700,900
688001.SH,688001,20220812,140411330,0,4155549,A,S,367700,1000
688001.SH,688001,20220812,140411330,0,4155550,A,S,367700,900
688001.SH,688001,20220812,140411330,0,4155551,A,S,367700,153
688001.SH,688001,20220812,140411360,0,4155570,A,S,367700,271
